hohi_id,旅宿名稱,縣市,鄉鎮市區,業別,地址,電話,官網,Google地圖,Google評分,評論數,旅宿網定價_僅供對照,查詢入住日,查詢退房日,人數,平日雙人房價,來源平台,查核日期,備註
39287,荷米輕洋樓,臺南市,中西區,民宿,臺南市中西區新美街160號,0905051562-,https://easyhousepro.wixsite.com/my-site,https://maps.google.com/?cid=18245374544510126336,4.8,283,6200,2026-09-01,2026-09-02,2,,,,
3085,跳跳民宿,屏東縣,琉球鄉,民宿,屏東縣琉球鄉中山路116-3號,091835186008-8612308,http://qvilla.com.tw,https://maps.google.com/?cid=13698858667707036987,4.8,282,6500,2026-09-01,2026-09-02,2,,,,
28478,喜比民宿,臺東縣,成功鎮,民宿,臺東縣成功鎮三仙里白蓮路122號,0927595208-,,https://maps.google.com/?cid=18207191579150584978,4.9,277,5000,2026-09-01,2026-09-02,2,,,,
26067,久窩行旅-一中館,臺中市,北區,旅館,臺中市北區三民路三段92-3號9~10樓,04-24511701,,https://maps.google.com/?cid=17227891481689455330,4.5,277,4800,2026-09-01,2026-09-02,2,,,,
17856,冠倫旅店,花蓮縣,花蓮市,旅館,花蓮縣花蓮市民勤里4鄰中美路67號(1~5樓),093577278903-8236926,https://guanlunhotel.noon360.com,https://maps.google.com/?cid=15075350008275974232,4.6,275,4000,2026-09-01,2026-09-02,2,,,,
6371,3520民宿,臺東縣,臺東市,民宿,臺東縣臺東市新站二街38號,0912993520-,,https://maps.google.com/?cid=1458441099944873144,4.7,275,6000,2026-09-01,2026-09-02,2,,,,
28899,晴鎖港灣民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市鎖港里1鄰鎖港一路73巷27弄12號,0908797588,,https://maps.google.com/?cid=13986280917210954374,5,274,5000,2026-09-01,2026-09-02,2,,,,
516,海墘民宿,屏東縣,琉球鄉,民宿,屏東縣琉球鄉三民路28號,08-8614263,,https://maps.google.com/?cid=10191548925133111854,4.4,272,2800,2026-09-01,2026-09-02,2,,,,
5772,飛螢農莊,苗栗縣,通霄鎮,民宿,苗栗縣通霄鎮福興里11鄰福興126號,037-783371,,https://maps.google.com/?cid=3942663641993580562,4.1,272,4200,2026-09-01,2026-09-02,2,,,,
31629,藍海之丘民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮白沙路26-6號,0937279099-,http://www.blueoceanhill.com/,https://maps.google.com/?cid=9650762508556291061,4.6,271,4400,2026-09-01,2026-09-02,2,,,,
5534,雲那裡民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉干城村吉安路六段646巷8號,091969807803-8546912,,https://maps.google.com/?cid=13984731363697221578,5,271,5000,2026-09-01,2026-09-02,2,,,,
13407,盤古拉渡假花園民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮埔頂路525號,08-8851688,,https://maps.google.com/?cid=6186914438100264634,4.4,271,6800,2026-09-01,2026-09-02,2,,,,
36613,壹貳貳洋樓,嘉義市,東區,民宿,嘉義市東區國華街122號,090501810105-2228101,https://booking.owlting.com/mansion122?start=2024-12-31&end=2025-01-01&lang=zh_TW&adult=1&child=0&infant=0,https://maps.google.com/?cid=2032686828125829520,4.9,270,7800,2026-09-01,2026-09-02,2,,,,
19181,有水巷渡假民宿,南投縣,魚池鄉,民宿,南投縣魚池鄉中明村有水巷28-17號,0923383706-,,https://maps.google.com/?cid=11482298714426275651,4.7,268,3600,2026-09-01,2026-09-02,2,,,,
33614,甘丹民宿,苗栗縣,三義鄉,民宿,苗栗縣三義鄉双湖村15鄰双湖7之11號,0978275231-,,https://maps.google.com/?cid=12525173081260899688,4.8,268,3800,2026-09-01,2026-09-02,2,,,,
25900,沙戀民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮南灣路林森巷22號,0937917298,,https://maps.google.com/?cid=11942823425331806972,4.9,267,9000,2026-09-01,2026-09-02,2,,,,
25901,旅浪民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮南灣路林森巷22-1號,0937917298-,,https://maps.google.com/?cid=11942823425331806972,4.9,267,12000,2026-09-01,2026-09-02,2,,,,
4898,夏綠地民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮社興路156號,0922720178,http://Summer.68bnb.com,https://maps.google.com/?cid=10876301789685839950,4.9,266,3500,2026-09-01,2026-09-02,2,,,,
1452,水頭人家,苗栗縣,大湖鄉,民宿,苗栗縣大湖鄉大寮村10鄰水頭寮14之8號,037-992990,,https://maps.google.com/?cid=12179712130816713069,4.8,262,3000,2026-09-01,2026-09-02,2,,,,
32517,苓旅旅館萬年館,臺北市,萬華區,旅館,臺北市萬華區西寧南路70號7樓,02-23814188,,https://maps.google.com/?cid=12005478990291001734,3.6,261,11880,2026-09-01,2026-09-02,2,,,,
3155,池上五一五九懷舊民宿,臺東縣,池上鄉,民宿,臺東縣池上鄉福原村5鄰仁愛路12號,0931281676-,,https://maps.google.com/?cid=2224027769721349003,4.7,261,2400,2026-09-01,2026-09-02,2,,,,
33652,心適都蘭民宿,臺東縣,東河鄉,民宿,臺東縣東河鄉都蘭村33鄰都蘭281之1號,0918007847-,https://www.facebook.com/comfyinndulan281,https://maps.google.com/?cid=3373243108022590991,4.9,259,6000,2026-09-01,2026-09-02,2,,,,
21113,輕塵別院,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉大吉五路157巷68號,096031101103-9606668,http://www.serenegray.com.tw/,https://maps.google.com/?cid=9616935913044099639,4.7,259,8000,2026-09-01,2026-09-02,2,,,,
12238,溪頭有晴天民宿,南投縣,鹿谷鄉,民宿,南投縣鹿谷鄉內湖村8鄰興產路32-12號,049-2750833,,https://maps.google.com/?cid=13894764510474393643,4.8,259,6000,2026-09-01,2026-09-02,2,,,,
36508,啾來玩民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷107號,0911993770-,,https://maps.google.com/?cid=4054256490724055469,5,258,10000,2026-09-01,2026-09-02,2,,,,
30339,德旅店民宿,屏東縣,竹田鄉,民宿,屏東縣竹田鄉豐明路22號,0975502083,,https://maps.google.com/?cid=875780892153817916,4.9,255,1260,2026-09-01,2026-09-02,2,,,,
3384,墾丁光現特色民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮大光路78之6號,08-8867768,,https://maps.google.com/?cid=96654209455981438,4.8,249,5000,2026-09-01,2026-09-02,2,,,,
15798,米卡洛民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉境安一路156巷51號,0933244677-,,https://maps.google.com/?cid=16682737149011207151,4.6,247,4600,2026-09-01,2026-09-02,2,,,,
29735,河岸好日子,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉五結路一段419巷45號,0974019906-,,https://maps.google.com/?cid=13075383082547250607,5,245,4000,2026-09-01,2026-09-02,2,,,,
36135,巷往,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉美和路一段62巷197號,0978099019-,,https://maps.google.com/?cid=18279409037150554074,5,245,10000,2026-09-01,2026-09-02,2,,,,
18055,擁月星宿民宿,臺東縣,成功鎮,民宿,臺東縣成功鎮信義里豐田路25-1號,089-841639,https://www.fujangvilla.com.tw/,https://maps.google.com/?cid=18030213336867069779,4.4,244,7300,2026-09-01,2026-09-02,2,,,,
11943,大魚的家民宿(特色民宿),澎湖縣,馬公市,民宿,澎湖縣馬公市五德里6鄰雞母塢230號,093337306406-9951505,,https://maps.google.com/?cid=2789470857467341212,4.7,244,2180,2026-09-01,2026-09-02,2,,,,
26179,故鄉民宿二館,連江縣,莒光鄉,民宿,連江縣莒光鄉大坪村79號,0836-88080,,https://maps.google.com/?cid=16702550661867391889,4.7,243,3000,2026-09-01,2026-09-02,2,,,,
76,阿里巴巴運動休閒民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主農里中順街132號,097595404603-8339715,,https://maps.google.com/?cid=18119940069047136401,4.4,243,3000,2026-09-01,2026-09-02,2,,,,
16516,長鴻精品旅館,金門縣,金寧鄉,旅館,金門縣金寧鄉湖埔村慈湖路一段101號,082-328811,,https://maps.google.com/?cid=17587113838071655958,3.9,242,4000,2026-09-01,2026-09-02,2,,,,
32650,二十五度日光民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮大埔路81-33號,0935227189-,,https://maps.google.com/?cid=13507334671587803587,5,236,7200,2026-09-01,2026-09-02,2,,,,
31778,小管家管家民宿,澎湖縣,湖西鄉,民宿,澎湖縣湖西鄉城北村9鄰大城北263之12號,0972312121,,https://maps.google.com/?cid=7742136438852935570,5,233,2300,2026-09-01,2026-09-02,2,,,,
26819,棒棒積木飯店（親子館）,嘉義縣,太保市,旅館,嘉義縣太保市故宮大道809-1號,05-3623223,,https://maps.google.com/?cid=8787217277182777746,4.3,232,20000,2026-09-01,2026-09-02,2,,,,
21791,周家渡假旅館,桃園市,復興區,旅館,桃園市復興區華陵村10鄰巴崚113號1樓,092207070703-3912125,,https://maps.google.com/?cid=9220432085509079809,4.2,231,1200,2026-09-01,2026-09-02,2,,,,
27766,光華民宿,屏東縣,潮州鎮,民宿,屏東縣潮州鎮光華一巷35之3號,0952598280,,https://maps.google.com/?cid=7374115879590726127,4.8,230,2000,2026-09-01,2026-09-02,2,,,,
4160,添福商務旅館,臺南市,新營區,旅館,臺南市新營區中山路47、51號,06-6324165,,https://maps.google.com/?cid=5801111924383053207,3.6,230,3200,2026-09-01,2026-09-02,2,,,,
37779,華宿彰濱快捷商旅,彰化縣,線西鄉,旅館,彰化縣線西鄉彰化縣線西鄉慶濱路6號,098984100104-7030912,https://www.facebook.com/h.suite.fast,https://maps.google.com/?cid=4669469753377783496,4.9,228,,2026-09-01,2026-09-02,2,,,,
5526,邊界。花東民宿,花蓮縣,富里鄉,民宿,花蓮縣富里鄉富里村車站街1號,03-8830363,,https://maps.google.com/?cid=17944196493113122408,4.7,227,3000,2026-09-01,2026-09-02,2,,,,
20246,新南一二文創商行,桃園市,大溪區,民宿,桃園市大溪區中山路12號,03-3884466,http://www.facebook.com/sinnan12/,https://maps.google.com/?cid=10398781970499324871,4.7,224,4000,2026-09-01,2026-09-02,2,,,,
16466,幸福８號民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉福和二路118巷8號,0937037414,,https://maps.google.com/?cid=12952239262246091918,4.8,221,4800,2026-09-01,2026-09-02,2,,,,
6368,南苗大旅社,苗栗縣,苗栗市,旅館,苗栗縣苗栗市中正路898號,037-321961,,https://maps.google.com/?cid=2491750038361403859,3.2,221,3500,2026-09-01,2026-09-02,2,,,,
2812,香榭雅居民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主勤里9鄰南京街306巷10號,0920277633-,,https://maps.google.com/?cid=17373971559746733803,4.5,219,4000,2026-09-01,2026-09-02,2,,,,
26953,台南過小路,臺南市,中西區,民宿,臺南市中西區大德街8號,0961579887,https://www.facebook.com/Throughapath,https://maps.google.com/?cid=14109570806271868255,4.9,218,4800,2026-09-01,2026-09-02,2,,,,
15487,快樂腳休閒屋,南投縣,魚池鄉,民宿,南投縣魚池鄉大雁村大雁巷33-3號,049-2897099,,https://maps.google.com/?cid=8457580860761109206,4,218,4000,2026-09-01,2026-09-02,2,,,,
2955,看山民宿,屏東縣,車城鄉,民宿,屏東縣車城鄉溫泉路251-62號,0930770791-,,https://maps.google.com/?cid=6548297176197862781,3.4,218,3800,2026-09-01,2026-09-02,2,,,,
12481,夏苑旅宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷109號,0975669225-,,https://maps.google.com/?cid=12410928402126589820,5,216,3600,2026-09-01,2026-09-02,2,,,,
198,夏樂民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷123弄8號,0900632096-,,https://maps.google.com/?cid=4618467059560460238,5,214,3500,2026-09-01,2026-09-02,2,,,,
1333,山仔腳民宿,臺東縣,綠島鄉,民宿,臺東縣綠島鄉中寮村5鄰115-1號,0928297517089-672337,,https://maps.google.com/?cid=6296101555942245673,4.9,213,1200,2026-09-01,2026-09-02,2,,,,
16494,典藏花都民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市中原路263號,0965661288-,http://hualienflora.com/,https://maps.google.com/?cid=16437555178078155655,4.6,211,4800,2026-09-01,2026-09-02,2,,,,
29883,小米那裡民宿,臺東縣,臺東市,民宿,臺東縣臺東市岩灣里1鄰興安路一段200巷21弄29號,0986880701-,https://www.booking-owlnest.com/0c75a87a-b51c-4434-b73c-a34551b38a2f?lang=zh_TW&adult=1&child=0&infant=0,https://maps.google.com/?cid=2190607974841902163,4.9,210,3500,2026-09-01,2026-09-02,2,,,,
19336,沐夏民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉光華村光華三街22號,091579972803-8422010,http://www.muxia.com.tw/,https://maps.google.com/?cid=16022233292948866360,4.9,208,2000,2026-09-01,2026-09-02,2,,,,
17797,紡織娘浪漫民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉光華村6鄰華城八街113號,0915799728-,http://www.muxia.com.tw/,https://maps.google.com/?cid=10306308316061156245,4.7,208,3000,2026-09-01,2026-09-02,2,,,,
25953,蒔花澄旅,屏東縣,恆春鎮,民宿,屏東縣恆春鎮四溝里興北路興東巷9弄5號,0978035022-,,https://maps.google.com/?cid=8606495831706065023,4.8,208,6600,2026-09-01,2026-09-02,2,,,,
36078,濱灣文旅民宿,屏東縣,東港鎮,民宿,屏東縣東港鎮大和街33號,0925397230-,,https://maps.google.com/?cid=17515034765571248940,5,208,6000,2026-09-01,2026-09-02,2,,,,
26816,玹玹映月民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮下泉路5-6號,0911877909-,,https://maps.google.com/?cid=3794070018234953138,4.9,208,5000,2026-09-01,2026-09-02,2,,,,
1247,Ｆ１民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉公園三路107號,0939360940-,,https://maps.google.com/?cid=7284272308585793763,4.4,207,6000,2026-09-01,2026-09-02,2,,,,
13334,新羽旅舘,臺中市,東區,旅館,臺中市東區和平街142號,04-22250550,,https://maps.google.com/?cid=7538660908778728818,3.8,206,880,2026-09-01,2026-09-02,2,,,,
320,十街民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市國富里國富十街39號,0933482237-,,https://maps.google.com/?cid=11650043692958134629,4.7,205,2800,2026-09-01,2026-09-02,2,,,,
753,博客來民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主勤里17鄰博愛街65號,0960302588-,,https://maps.google.com/?cid=6857539291262233080,4.5,204,3000,2026-09-01,2026-09-02,2,,,,
242,蘋果的家渡假別墅民宿,南投縣,集集鎮,民宿,南投縣集集鎮八張里1鄰民權路272號,049-2760543,,https://maps.google.com/?cid=2498543897486484697,4.4,203,3600,2026-09-01,2026-09-02,2,,,,
10560,可倫巴,南投縣,集集鎮,民宿,南投縣集集鎮八張里八張街46號,0975696710049-2760666,http://www.kurumba.com.tw/,https://maps.google.com/?cid=7711946387937776617,4.8,203,5000,2026-09-01,2026-09-02,2,,,,
37195,57Villa,屏東縣,恆春鎮,民宿,屏東縣恆春鎮砂尾路68號,096397165708-8867657,https://www.facebook.com/ilove57villa,https://maps.google.com/?cid=8782156112288467811,4.9,202,15000,2026-09-01,2026-09-02,2,,,,
1543,德旺商旅,嘉義縣,新港鄉,旅館,嘉義縣新港鄉宮前村中山路43號,05-3741078,https://www.facebook.com/dewan.hotel/?locale=zh_TW,https://maps.google.com/?cid=429189288962818525,3.7,202,3200,2026-09-01,2026-09-02,2,,,,
20885,纏民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮崁頂95-12號,0976334243089-811976,,https://maps.google.com/?cid=13864871905963772156,4.7,202,3000,2026-09-01,2026-09-02,2,,,,
8432,冬之戀行館,宜蘭縣,羅東鎮,民宿,宜蘭縣羅東鎮新群里新群五路213號,03-9508527,,https://maps.google.com/?cid=8431379252948769085,4.7,201,3800,2026-09-01,2026-09-02,2,,,,
15761,緣羊軒民宿,臺東縣,臺東市,民宿,臺東縣臺東市南一街96號,0930133763,,https://maps.google.com/?cid=7051127520788114336,5,200,2800,2026-09-01,2026-09-02,2,,,,
11330,花彤林民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉稻香村廣豐二街69號,03-8528208,https://tw-bnb.com/flowerforest/index.php?page=r3.php,https://maps.google.com/?cid=12380826349886486406,5,200,6800,2026-09-01,2026-09-02,2,,,,
32627,荷米輕新館,臺南市,中西區,民宿,臺南市中西區建業街39號之2,0905051562-,https://easyhousepro.wixsite.com/my-site,https://maps.google.com/?cid=5476886438157485044,4.9,195,18000,2026-09-01,2026-09-02,2,,,,
8421,雋格大飯店,臺中市,東區,旅館,臺中市東區建成路700號，700號2樓至5樓、700號6樓之1、2至12樓之1、2,04-37070588,,https://maps.google.com/?cid=11288989689687515413,4.5,193,1200,2026-09-01,2026-09-02,2,,,,
22103,旅采民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市五德里1鄰雞母塢216號,06-9951798,,https://maps.google.com/?cid=8580108511091970194,5,192,9600,2026-09-01,2026-09-02,2,,,,
7976,八八古藝二館民宿,金門縣,金寧鄉,民宿,金門縣金寧鄉下堡46號,0910394377082-355340,,https://maps.google.com/?cid=18170176221299149728,4.5,191,1200,2026-09-01,2026-09-02,2,,,,
23991,八八古藝民宿三館,金門縣,金寧鄉,民宿,金門縣金寧鄉盤山村下堡81號,0910394377082-355340,,https://maps.google.com/?cid=18170176221299149728,4.5,191,2500,2026-09-01,2026-09-02,2,,,,
2754,童心童趣民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉仁里村吉豐路一段16巷1號,0975170065,,https://maps.google.com/?cid=8299985729820465150,4.8,189,6800,2026-09-01,2026-09-02,2,,,,
27571,南岸山．綺,臺南市,安平區,民宿,臺南市安平區世平五街10巷35號,06-3910055,,https://maps.google.com/?cid=17200208425393033281,4.9,189,6000,2026-09-01,2026-09-02,2,,,,
26015,Inn巷文創旅店,屏東縣,恆春鎮,民宿,屏東縣恆春鎮興北路興東巷9弄20號,0915151715-,http://innsiangbnb.uukt.com.tw/,https://maps.google.com/?cid=17878608094529390025,4.8,189,4208,2026-09-01,2026-09-02,2,,,,
16160,福棧,臺中市,大甲區,旅館,臺中市大甲區育德路21號,098209879904-26887888,,https://maps.google.com/?cid=17568114502172685610,4.4,189,1880,2026-09-01,2026-09-02,2,,,,
35928,九號和和民宿,臺南市,安平區,民宿,臺南市安平區州平二街53號,098129569706-7035935,,https://maps.google.com/?cid=14036905937752774185,5,189,16999,2026-09-01,2026-09-02,2,,,,
19248,小貓兩3隻民宿,臺東縣,臺東市,民宿,臺東縣臺東市中興路二段90號,089-232012,http://www.facebook.com/kittensbnb,https://maps.google.com/?cid=6884899848854975407,4.8,187,3600,2026-09-01,2026-09-02,2,,,,
35478,稻香田園民宿,臺東縣,關山鎮,民宿,臺東縣關山鎮德高里22鄰忠慶12之3號,0911316621-,,https://maps.google.com/?cid=6457005330354072208,4.8,187,6000,2026-09-01,2026-09-02,2,,,,
21937,橘色,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆公路208巷7號,0988549459,,https://maps.google.com/?cid=10141246811922102101,4.8,186,3600,2026-09-01,2026-09-02,2,,,,
22036,蘑菇30民宿,臺東縣,臺東市,民宿,臺東縣臺東市吉泰路599巷30號,0931899758-,,https://maps.google.com/?cid=10622963444366100818,4.9,185,4500,2026-09-01,2026-09-02,2,,,,
17584,晶澤別館,南投縣,魚池鄉,旅館,南投縣魚池鄉日月村文化街110號,049-7008188,,https://maps.google.com/?cid=6133991260777387168,3.5,183,5000,2026-09-01,2026-09-02,2,,,,
9374,星宿渡假別墅,宜蘭縣,三星鄉,民宿,宜蘭縣三星鄉天福村東興路13之5號,0935171783-,,https://maps.google.com/?cid=8370743748676450454,4.7,181,2500,2026-09-01,2026-09-02,2,,,,
7063,悠嫻民宿,彰化縣,福興鄉,民宿,彰化縣福興鄉彰鹿路7段330巷127弄28號,093152305204-7769938,https://www.easystay.url.tw/,https://maps.google.com/?cid=14069840570294514752,4.6,178,6000,2026-09-01,2026-09-02,2,,,,
33812,露予莊園民宿,花蓮縣,玉里鎮,民宿,花蓮縣玉里鎮觀音里14鄰高寮284號,0933485773-,https://lilyfarm.webnode.tw/,https://maps.google.com/?cid=15712257171186212500,4.4,177,2400,2026-09-01,2026-09-02,2,,,,
10396,天工享棧SUPER INN主題民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆西路33巷123弄6號,0926371229-,https://superinn-bnb.com/,https://maps.google.com/?cid=14223463480764564348,4.9,177,3000,2026-09-01,2026-09-02,2,,,,
38032,芷築民宿,臺南市,中西區,民宿,臺南市中西區信義街46巷2號,0986806736-,,https://maps.google.com/?cid=6028897813671702746,4.8,176,9980,2026-09-01,2026-09-02,2,,,,
9999,望際回家,南投縣,竹山鎮,民宿,南投縣竹山鎮田子里大林巷16-39號,049-2841229,,https://maps.google.com/?cid=10572132483806529455,4.8,176,7000,2026-09-01,2026-09-02,2,,,,
10362,啓瓦居會館,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉中山路36號,0910059551,http://www.cwg.com.tw,https://maps.google.com/?cid=3553724514992757502,4.7,176,5000,2026-09-01,2026-09-02,2,,,,
8940,羅東丹妮亞庭園民宿,宜蘭縣,羅東鎮,民宿,宜蘭縣羅東鎮新群里7鄰富農路三段65號,0965178897,,https://maps.google.com/?cid=8412374521304166346,4.2,175,2800,2026-09-01,2026-09-02,2,,,,
37067,好好民宿,宜蘭縣,冬山鄉,民宿,宜蘭縣冬山鄉武罕三路131巷12號,0915229591-,https://haohaoday.com/,https://maps.google.com/?cid=16723395662179078338,5,174,10000,2026-09-01,2026-09-02,2,,,,
33835,巷弄里歐民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市主力里4鄰中華路317巷2之2號,096302862003-8316707,,https://maps.google.com/?cid=2648914268288258674,5,174,7980,2026-09-01,2026-09-02,2,,,,
6689,薩圖恩文旅,臺中市,北區,旅館,臺中市北區健行路590號4-7樓,04-22070988,,https://maps.google.com/?cid=14039578308649612,4,174,9880,2026-09-01,2026-09-02,2,,,,
25962,白沙35民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮水泉里白沙路35號,08-8866001,,https://maps.google.com/?cid=15809394074685710397,4.4,173,4200,2026-09-01,2026-09-02,2,,,,
19817,海角203民宿(特色民宿),澎湖縣,馬公市,民宿,澎湖縣馬公市安宅里1之17號,06-9275062,,https://maps.google.com/?cid=3443465229416954623,4.4,172,2300,2026-09-01,2026-09-02,2,,,,
29925,東皋歇暝,彰化縣,鹿港鎮,民宿,彰化縣鹿港鎮復興路318號,0965519071-,https://www.facebook.com/tkhm.lukanghomestay,https://maps.google.com/?cid=1126847246802444421,4.9,172,8000,2026-09-01,2026-09-02,2,,,,
20840,三石山小棧,南投縣,鹿谷鄉,民宿,南投縣鹿谷鄉和雅村愛鄉路2-16號,049-2754382,,https://maps.google.com/?cid=17926922253571198373,4.2,172,3800,2026-09-01,2026-09-02,2,,,,
22037,愛上瑪黛民宿,臺東縣,臺東市,民宿,臺東縣臺東市吉泰路599巷28號,0912789490-,,https://maps.google.com/?cid=16975780399171015027,4.9,171,4500,2026-09-01,2026-09-02,2,,,,
3588,吾宅溜滑梯親子民宿,臺南市,安平區,民宿,臺南市安平區慶平路110號,0906389888-,,https://maps.google.com/?cid=15627431340032592543,4.8,170,6000,2026-09-01,2026-09-02,2,,,,
13058,屋光拾舍民宿,澎湖縣,湖西鄉,民宿,澎湖縣湖西鄉北寮村6鄰北寮41之10號,06-9921212,,https://maps.google.com/?cid=13600945870769112724,4.9,170,4800,2026-09-01,2026-09-02,2,,,,
1287,海灣Villa會館,金門縣,金沙鎮,民宿,金門縣金沙鎮浦山里后宅76號,0905235003-,,https://maps.google.com/?cid=879949008179692622,4.3,170,3000,2026-09-01,2026-09-02,2,,,,
12559,八八古藝民宿,金門縣,金寧鄉,民宿,金門縣金寧鄉盤山村頂堡113號,0910394377082-355340,,https://maps.google.com/?cid=2503356552888254820,4.8,170,2000,2026-09-01,2026-09-02,2,,,,
1351,皇凱賓館,臺中市,中區,旅館,臺中市中區三民路二段116號6樓之1至8樓之1,04-22206108,,https://maps.google.com/?cid=9822532560738475262,3.1,167,800,2026-09-01,2026-09-02,2,,,,
3088,金洙椏休閒民宿,宜蘭縣,五結鄉,民宿,宜蘭縣五結鄉協和村1鄰協和中路17-27號,03-9506727,,https://maps.google.com/?cid=14554169225567888095,4.7,166,3980,2026-09-01,2026-09-02,2,,,,
37664,工業風親子民宿,南投縣,集集鎮,民宿,南投縣集集鎮南投縣集集鎮林尾一街25號,0983506823-,https://www.defu-manor.com/,https://maps.google.com/?cid=1658046427926640683,5,165,8000,2026-09-01,2026-09-02,2,,,,
37002,集光悠宅,南投縣,集集鎮,民宿,南投縣集集鎮林尾里林尾一街23號,0983506823-,https://www.defu-manor.com/,https://maps.google.com/?cid=1658046427926640683,5,165,8000,2026-09-01,2026-09-02,2,,,,
38299,繽紛民宿,南投縣,集集鎮,民宿,南投縣集集鎮林尾一街21號,0983506823-,,https://maps.google.com/?cid=1658046427926640683,5,165,8000,2026-09-01,2026-09-02,2,,,,
14078,圓山大飯店,臺北市,中山區,觀光旅館,臺北市中山區中山北路4段1巷1號,02-28868888,http://www.grand-hotel.org,https://maps.google.com/?cid=7750792977542521795,4.5,160,8800,2026-09-01,2026-09-02,2,,,,
26017,荷米輕別館,臺南市,中西區,民宿,臺南市中西區府前路一段122巷6號,0905051562-,https://easyhousepro.wixsite.com/my-site,https://maps.google.com/?cid=13645472526603302403,4.9,160,14000,2026-09-01,2026-09-02,2,,,,
35895,好咖民宿,屏東縣,恆春鎮,民宿,屏東縣恆春鎮恆公路208巷15弄30號,0988669765-,https://www.facebook.com/ken.ding.hao.ka.lu.dian.2024,https://maps.google.com/?cid=747889004338673078,4.5,160,3800,2026-09-01,2026-09-02,2,,,,
8995,福澳窩背包客民宿,連江縣,南竿鄉,民宿,連江縣南竿鄉福沃村89號,0937883091-,https://site.traiwan.com/FuAoWoHostel/,https://maps.google.com/?cid=17231107849696459049,4.7,158,1000,2026-09-01,2026-09-02,2,,,,
16280,23Here民宿,花蓮縣,花蓮市,民宿,花蓮縣花蓮市國聯五路23號,0966772333-,https://23here.970bnb.net/index.html,https://maps.google.com/?cid=17926240278685939002,4.8,158,6000,2026-09-01,2026-09-02,2,,,,
26304,水連天海景電梯民宿,澎湖縣,馬公市,民宿,澎湖縣馬公市西文里11鄰西文澳501號,0988108686,,https://maps.google.com/?cid=13728787749696621788,4.5,157,4800,2026-09-01,2026-09-02,2,,,,
19537,海漣天海岸民宿(特色民宿),澎湖縣,馬公市,民宿,澎湖縣馬公市西文里11鄰西文澳500號,0926926633,,https://maps.google.com/?cid=13728787749696621788,4.5,157,2200,2026-09-01,2026-09-02,2,,,,
20667,小敏民宿,花蓮縣,吉安鄉,民宿,花蓮縣吉安鄉福興村舊村六街137號,0932540676-,,https://maps.google.com/?cid=1750972645836563155,4.5,156,2500,2026-09-01,2026-09-02,2,,,,
30236,小逗民宿,臺東縣,臺東市,民宿,臺東縣臺東市國泰街123號,0968605031-,,https://maps.google.com/?cid=4479390538457405199,4.8,156,6000,2026-09-01,2026-09-02,2,,,,
28325,興海灣運動休閒會館,屏東縣,滿州鄉,民宿,屏東縣滿州鄉港口村12鄰興海路163號,096367005008-8801080,,https://maps.google.com/?cid=2401073218757999647,4.6,154,5800,2026-09-01,2026-09-02,2,,,,
34659,八八觀海古厝民宿,金門縣,金沙鎮,民宿,金門縣金沙鎮官澳15號、15之1號,0910394377082-355340,,https://maps.google.com/?cid=11328096022392672612,4.9,153,5000,2026-09-01,2026-09-02,2,,,,
